Id,SalePrice
1461,127724.91
1462,166868.95
1463,185738.67
1464,193305.14
1465,195261.71
1466,178069.9
1467,173701.0
1468,170753.7
1469,185121.96
1470,128339.12
1471,206469.49
1472,95054.5
1473,97929.04
1474,149904.02
1475,111247.08
1476,402036.83
1477,247511.87
1478,292419.39
1479,293421.07
1480,468000.15
1481,342103.35
1482,209716.89
1483,190951.12
1484,158758.52
1485,167260.14
1486,196600.86
1487,367023.28
1488,248431.88
1489,190112.4
1490,216458.0
1491,193352.95
1492,101224.38
1493,195262.2
1494,319053.77
1495,312887.26
1496,230382.07
1497,182725.1
1498,159921.68
1499,158922.61
1500,162052.5
1501,175320.68
1502,148244.08
1503,281757.08
1504,246899.09
1505,230747.79
1506,163195.5
1507,230449.2
1508,197612.06
1509,159549.0
1510,149480.09
1511,142483.5
1512,169151.75
1513,146026.37
1514,190820.84
1515,207959.78
1516,151991.5
1517,154161.25
1518,132477.25
1519,225811.73
1520,134364.0
1521,136196.5
1522,163847.5
1523,116374.88
1524,123594.26
1525,128347.41
1526,126127.84
1527,98352.0
1528,140095.25
1529,140969.62
1530,181608.4
1531,131990.34
1532,116598.2
1533,166172.34
1534,113709.76
1535,176708.99
1536,127377.07
1537,72515.16
1538,172979.93
1539,194583.0
1540,116556.5
1541,147282.59
1542,151355.37
1543,219507.35
1544,84069.0
1545,119904.75
1546,121912.71
1547,131271.87
1548,129257.0
1549,108691.21
1550,134266.64
1551,124728.25
1552,144114.14
1553,152256.68
1554,116120.91
1555,171348.14
1556,88604.5
1557,130224.99
1558,94352.5
1559,112284.18
1560,149435.08
1561,156859.48
1562,131037.25
1563,120281.38
1564,169252.9
1565,148908.7
1566,218478.9
1567,77811.0
1568,221734.54
1569,170272.72
1570,134846.5
1571,127698.71
1572,143768.34
1573,243020.04
1574,101079.0
1575,217229.33
1576,216288.23
1577,184438.62
1578,137399.21
1579,141143.17
1580,190192.35
1581,145436.75
1582,124331.0
1583,343873.02
1584,239083.83
1585,141590.0
1586,72708.22
1587,99334.26
1588,143261.25
1589,108141.13
1590,129931.0
1591,104761.04
1592,123672.83
1593,111239.71
1594,155217.18
1595,123307.0
1596,226184.76
1597,191203.0
1598,169479.2
1599,170483.43
1600,178096.09
1601,83561.55
1602,114179.37
1603,101875.29
1604,294489.07
1605,247262.71
1606,173385.72
1607,155984.99
1608,198599.19
1609,183232.68
1610,157239.72
1611,133266.5
1612,180294.57
1613,172557.56
1614,128411.15
1615,95593.5
1616,83033.0
1617,97022.08
1618,123362.8
1619,133163.64
1620,166921.44
1621,133311.54
1622,144753.0
1623,301376.89
1624,219932.08
1625,121880.88
1626,171321.5
1627,194183.15
1628,293294.48
1629,173587.65
1630,374129.09
1631,243574.83
1632,258539.44
1633,164913.7
1634,186380.4
1635,177413.4
1636,167566.91
1637,182312.9
1638,202643.74
1639,187466.5
1640,260577.82
1641,186207.3
1642,224971.64
1643,232176.39
1644,239531.46
1645,207103.2
1646,159285.35
1647,159780.5
1648,131515.47
1649,139251.93
1650,122506.58
1651,118940.59
1652,95672.0
1653,109570.13
1654,153920.21
1655,147256.66
1656,152058.6
1657,155775.82
1658,154999.62
1659,121755.04
1660,144153.0
1661,461524.95
1662,408744.87
1663,391554.04
1664,475660.66
1665,301903.71
1666,341546.17
1667,402133.76
1668,315751.91
1669,291062.53
1670,324411.1
1671,278661.74
1672,455153.07
1673,283123.08
1674,251200.48
1675,193266.58
1676,192414.1
1677,212255.67
1678,465105.87
1679,402379.21
1680,323459.13
1681,264576.43
1682,301201.5
1683,191514.25
1684,171768.1
1685,175517.4
1686,177853.68
1687,167116.93
1688,191790.29
1689,181180.85
1690,180891.7
1691,177507.05
1692,273647.37
1693,165421.09
1694,182897.2
1695,165640.17
1696,272177.19
1697,165292.67
1698,353069.04
1699,348219.24
1700,249340.69
1701,272283.27
1702,249288.28
1703,248098.39
1704,280183.16
1705,254385.91
1706,441171.18
1707,229745.69
1708,215955.33
1709,252847.93
1710,234658.6
1711,238945.7
1712,274697.57
1713,260794.36
1714,235811.81
1715,190913.8
1716,181741.31
1717,168272.63
1718,141721.94
1719,199880.31
1720,251891.2
1721,151352.4
1722,125640.35
1723,158038.8
1724,203649.2
1725,227102.57
1726,186190.84
1727,178224.03
1728,180202.17
1729,157322.5
1730,135707.5
1731,129170.49
1732,132112.16
1733,117181.31
1734,126177.84
1735,134105.64
1736,124297.5
1737,331601.32
1738,218912.43
1739,262247.4
1740,196242.17
1741,182085.67
1742,177593.66
1743,177926.17
1744,311271.91
1745,230016.06
1746,228635.62
1747,199139.38
1748,223516.94
1749,161462.9
1750,148226.5
1751,232281.49
1752,124297.83
1753,141675.25
1754,202504.42
1755,181095.34
1756,132146.33
1757,119946.04
1758,148116.0
1759,172470.0
1760,167208.31
1761,159039.37
1762,174186.5
1763,162083.0
1764,114384.5
1765,173163.76
1766,178753.0
1767,221665.12
1768,141942.92
1769,162444.29
1770,140878.52
1771,132973.75
1772,143485.59
1773,142108.87
1774,134958.25
1775,133669.5
1776,124507.0
1777,117025.25
1778,126026.25
1779,102487.08
1780,166388.37
1781,133272.09
1782,80560.52
1783,138143.58
1784,95588.0
1785,114585.65
1786,151763.19
1787,154388.5
1788,67082.83
1789,87438.0
1790,79493.41
1791,172305.5
1792,155741.7
1793,140617.5
1794,144780.75
1795,142155.0
1796,105475.0
1797,119595.34
1798,115874.88
1799,114750.0
1800,123911.13
1801,132217.59
1802,137456.12
1803,150371.0
1804,138642.97
1805,139206.0
1806,126323.37
1807,144325.24
1808,108377.63
1809,123403.79
1810,138335.88
1811,123029.3
1812,118523.35
1813,121416.25
1814,99158.74
1815,63817.99
1816,90760.5
1817,118085.12
1818,132801.0
1819,115980.74
1820,79249.61
1821,114955.27
1822,146772.81
1823,67252.43
1824,132913.54
1825,125717.54
1826,101306.34
1827,105316.68
1828,140878.34
1829,115177.36
1830,132690.5
1831,158009.95
1832,115662.0
1833,140313.58
1834,117741.61
1835,168225.95
1836,129159.34
1837,116667.58
1838,140569.31
1839,90588.11
1840,155446.76
1841,144747.44
1842,89643.0
1843,139415.1
1844,127818.56
1845,143749.2
1846,154007.7
1847,160525.5
1848,65144.99
1849,108513.89
1850,116141.09
1851,148262.75
1852,128249.25
1853,140811.64
1854,167043.46
1855,146125.88
1856,227091.58
1857,143709.96
1858,138152.98
1859,118721.37
1860,152434.15
1861,118498.98
1862,283019.15
1863,277339.24
1864,277339.24
1865,299648.34
1866,316021.93
1867,240082.97
1868,319945.11
1869,199264.92
1870,214074.75
1871,258664.66
1872,167289.41
1873,243300.27
1874,130668.0
1875,210292.91
1876,195076.5
1877,217327.6
1878,207316.82
1879,129874.5
1880,134094.0
1881,238825.42
1882,258958.97
1883,191681.71
1884,204366.5
1885,254576.97
1886,323276.17
1887,208778.04
1888,274510.61
1889,162686.36
1890,132025.77
1891,138946.33
1892,110953.66
1893,141447.77
1894,131395.5
1895,151769.5
1896,124164.41
1897,118425.7
1898,120319.29
1899,121837.79
1900,131647.81
1901,154724.23
1902,149336.93
1903,201621.99
1904,137640.5
1905,189172.7
1906,184534.35
1907,193364.48
1908,107678.82
1909,147416.9
1910,118033.71
1911,193357.94
1912,297080.16
1913,159402.49
1914,76869.94
1915,347172.46
1916,65819.88
1917,246515.39
1918,140185.25
1919,161019.74
1920,175782.75
1921,406627.57
1922,308400.26
1923,211266.66
1924,250005.56
1925,211996.76
1926,389213.47
1927,137231.75
1928,166053.25
1929,124692.83
1930,125157.34
1931,138036.93
1932,137562.86
1933,167892.8
1934,189592.6
1935,172863.75
1936,194024.1
1937,187385.22
1938,177898.65
1939,271612.41
1940,193808.24
1941,180739.89
1942,197417.3
1943,190444.78
1944,297418.37
1945,353517.03
1946,153651.44
1947,310958.55
1948,160168.18
1949,236891.69
1950,182215.9
1951,261717.1
1952,248998.01
1953,171282.87
1954,187334.08
1955,136389.33
1956,267084.69
1957,154728.14
1958,309212.35
1959,142614.75
1960,116552.86
1961,123460.8
1962,99897.04
1963,108831.08
1964,119777.81
1965,153552.33
1966,138248.62
1967,293886.68
1968,433268.58
1969,397969.02
1970,450532.39
1971,446730.34
1972,351172.89
1973,262375.59
1974,332526.94
1975,472292.16
1976,262050.93
1977,398726.64
1978,400130.17
1979,310624.33
1980,202441.71
1981,324341.93
1982,212324.69
1983,204167.02
1984,175276.6
1985,216697.92
1986,219263.88
1987,173528.81
1988,176903.7
1989,195585.88
1990,208859.71
1991,220609.34
1992,212926.04
1993,171023.07
1994,242538.17
1995,183249.11
1996,249476.97
1997,310437.53
1998,353532.13
1999,254624.25
2000,293948.99
2001,269480.23
2002,244257.71
2003,254271.92
2004,254714.51
2005,260181.22
2006,213293.35
2007,252646.4
2008,190888.36
2009,197256.97
2010,196220.84
2011,155436.19
2012,170648.17
2013,177546.7
2014,189433.5
2015,201729.45
2016,192191.4
2017,195471.52
2018,129297.83
2019,133669.41
2020,123275.36
2021,116122.5
2022,183176.3
2023,166842.3
2024,229469.81
2025,376248.88
2026,180133.68
2027,159407.28
2028,150728.4
2029,176235.02
2030,266832.61
2031,213682.62
2032,273535.74
2033,266228.47
2034,170809.0
2035,204389.86
2036,207801.3
2037,218094.65
2038,294903.34
2039,211356.0
2040,353664.06
2041,296092.28
2042,198258.21
2043,160784.8
2044,155325.48
2045,221875.38
2046,141662.25
2047,142997.18
2048,140225.25
2049,135012.25
2050,175204.59
2051,99376.67
2052,130392.34
2053,142062.18
2054,88333.71
2055,153492.75
2056,135691.75
2057,125467.34
2058,217550.7
2059,134408.37
2060,170508.64
2061,183655.9
2062,133189.25
2063,103901.58
2064,140936.78
2065,127139.09
2066,160482.0
2067,121124.35
2068,139558.84
2069,87268.0
2070,111719.2
2071,88969.5
2072,126235.84
2073,136605.25
2074,180375.29
2075,149094.04
2076,115262.27
2077,148882.25
2078,128070.5
2079,135517.5
2080,112252.53
2081,130012.34
2082,131436.0
2083,136710.75
2084,102150.5
2085,121541.03
2086,114939.21
2087,121670.64
2088,110021.74
2089,81744.41
2090,129263.39
2091,131258.69
2092,130868.27
2093,144764.55
2094,115825.0
2095,149538.0
2096,84303.0
2097,100990.08
2098,142023.74
2099,71448.1
2100,108848.1
2101,132545.62
2102,134198.29
2103,101689.76
2104,140890.0
2105,127798.88
2106,83087.82
2107,233451.93
2108,115142.08
2109,110350.19
2110,136052.55
2111,142024.5
2112,148220.34
2113,125945.46
2114,113826.75
2115,168460.62
2116,112272.01
2117,144075.67
2118,119859.0
2119,109698.15
2120,112815.06
2121,120322.54
2122,118517.75
2123,83135.11
2124,175828.0
2125,130967.34
2126,165913.09
2127,160289.5
2128,128100.26
2129,90095.5
2130,146718.5
2131,146548.0
2132,119066.79
2133,114352.86
2134,121032.01
2135,92078.5
2136,90562.76
2137,112727.44
2138,137327.42
2139,151143.03
2140,137926.25
2141,133063.03
2142,124291.06
2143,137443.73
2144,131035.26
2145,135599.54
2146,153554.09
2147,161486.87
2148,134718.54
2149,135847.0
2150,224043.8
2151,107698.52
2152,205064.42
2153,164788.2
2154,115483.74
2155,137569.91
2156,228933.47
2157,242231.53
2158,234805.85
2159,201598.69
2160,166588.99
2161,248981.32
2162,406807.88
2163,318759.65
2164,248266.28
2165,184607.5
2166,141462.25
2167,213692.92
2168,202564.8
2169,189668.4
2170,215970.28
2171,144059.0
2172,135866.57
2173,156720.4
2174,235746.36
2175,291135.46
2176,346019.63
2177,248516.65
2178,210665.0
2179,142330.0
2180,214748.96
2181,199142.95
2182,222756.09
2183,195418.47
2184,132692.75
2185,130112.78
2186,147685.9
2187,146708.25
2188,141694.26
2189,242274.86
2190,83369.5
2191,85371.0
2192,107113.97
2193,94564.0
2194,91852.5
2195,114486.09
2196,99240.84
2197,122593.2
2198,156594.19
2199,189732.18
2200,135632.37
2201,126987.91
2202,183424.52
2203,139473.5
2204,176974.93
2205,110997.01
2206,140898.92
2207,175049.0
2208,223387.0
2209,196844.12
2210,120960.8
2211,113373.08
2212,111464.46
2213,106646.52
2214,139059.11
2215,96752.26
2216,142350.5
2217,68748.99
2218,100494.91
2219,81821.32
2220,89899.6
2221,350097.38
2222,265046.92
2223,286798.79
2224,197139.53
2225,132594.14
2226,195414.39
2227,209376.07
2228,289461.47
2229,230314.6
2230,158211.41
2231,190864.9
2232,191700.6
2233,190960.65
2234,262211.25
2235,212432.33
2236,286316.63
2237,367927.83
2238,201847.34
2239,114892.64
2240,169578.95
2241,152053.11
2242,131042.34
2243,127696.65
2244,107973.04
2245,99956.5
2246,137921.71
2247,116178.1
2248,122361.0
2249,124052.96
2250,128954.0
2251,116520.0
2252,177448.7
2253,157659.04
2254,167471.0
2255,196847.0
2256,178676.8
2257,200398.69
2258,170854.06
2259,178761.9
2260,163191.78
2261,184775.18
2262,190017.98
2263,343271.75
2264,482182.19
2265,168272.87
2266,291865.65
2267,383559.59
2268,349313.67
2269,172031.43
2270,174357.3
2271,235607.94
2272,198849.88
2273,165376.5
2274,186364.07
2275,167808.7
2276,188626.2
2277,187622.0
2278,148317.06
2279,126900.25
2280,117016.1
2281,179710.62
2282,190759.5
2283,108462.16
2284,108285.61
2285,138856.85
2286,129661.5
2287,327142.61
2288,275727.94
2289,391396.52
2290,451856.98
2291,307903.06
2292,414528.98
2293,468765.35
2294,437694.55
2295,468264.21
2296,291475.58
2297,299159.6
2298,312479.0
2299,379729.07
2300,340868.04
2301,249283.77
2302,231161.07
2303,263029.99
2304,248034.09
2305,191454.29
2306,193683.89
2307,194156.61
2308,246482.61
2309,287434.33
2310,204045.09
2311,210394.08
2312,173936.03
2313,178426.35
2314,157739.42
2315,174341.95
2316,180524.65
2317,194716.55
2318,176019.23
2319,174708.56
2320,185712.94
2321,252271.95
2322,174770.78
2323,174843.11
2324,166486.91
2325,228047.37
2326,162369.14
2327,203311.13
2328,221895.58
2329,191252.9
2330,179225.95
2331,352165.94
2332,403547.71
2333,341814.67
